昵称,性别,聊天内容,时间戳,商品,类别,主播
🌈***,2,舅舅给我买,1679541231,牛奶,饮品,顿顿
大***,0,武汉也拍不了！,1679541231,牛奶,饮品,顿顿
小***,2,舅舅我这边地址可以的,1679541232,牛奶,饮品,顿顿
@***,0,舅舅江西可以发货[呲牙],1679541232,牛奶,饮品,顿顿
y***,2,脱脂牛奶吗？,1679541234,牛奶,饮品,顿顿
m***,1,顿顿 好,1679541235,牛奶,饮品,顿顿
如***,0,舅舅我也要,1679541235,牛奶,饮品,顿顿
初***,0,主播们都是中国好舅舅,1679541236,牛奶,饮品,顿顿
幸***,0,那可能姐夫矮，舅舅都着急了[捂脸][捂脸][捂脸],1679541236,牛奶,饮品,顿顿
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679541237,牛奶,饮品,顿顿
W***,2,拍了[赞],1679541238,牛奶,饮品,顿顿
爱***,0,给孩子们拍，高钙很好,1679541238,牛奶,饮品,顿顿
别***,2,舅舅拍给我,1679541239,牛奶,饮品,顿顿
恬***,0,舅舅我也想喝奶[泪奔],1679541239,牛奶,饮品,顿顿
左***,2,意面什么时候上20的券,1679541240,牛奶,饮品,顿顿
崭***,2,顿顿好帅[比心],1679541240,牛奶,饮品,顿顿
晨***,0,顿顿老师好,1679541241,牛奶,饮品,顿顿
清***,0,进来看看顿顿阳光暖男[比心][比心][比心],1679541241,牛奶,饮品,顿顿
是***,2,今天顿顿不考试了,1679541241,牛奶,饮品,顿顿
***,0,QQ星的小朋友的125ml的奶还有没有,1679541242,牛奶,饮品,顿顿
宅***,0,低情商：矮 高情商：站第一排,1679541242,牛奶,饮品,顿顿
熠***,2,舅舅我想要,1679541243,牛奶,饮品,顿顿
寻***,1,舅舅我也想要,1679541243,牛奶,饮品,顿顿
自***,2,顿顿，顿顿，顿顿,1679541243,牛奶,饮品,顿顿
晴***,2,河南不发货，因为卖多么？,1679541245,牛奶,饮品,顿顿
***,0,QQ星的小朋友的125ml的奶还有没有,1679541245,牛奶,饮品,顿顿
1***,2,中午好,1679541248,牛奶,饮品,顿顿
l***,2,我是顿顿舅舅的3号外甥,1679541249,牛奶,饮品,顿顿
梦***,0,快买，我们卖4.8一盒,1679541249,牛奶,饮品,顿顿
凉***,0,哈哈哈哈👌🏻,1679541250,牛奶,饮品,顿顿
兰***,0,自从follow东方甄选 奶当水喝[泣不成声][泣不成声],1679541250,牛奶,饮品,顿顿
星***,2,我家一直很喝伊利纯牛奶类,1679541252,牛奶,饮品,顿顿
***,0,QQ星的小朋友的125ml的奶还有没有,1679541252,牛奶,饮品,顿顿
蓝***,0,一下子岀来这么多外甥[捂脸],1679541252,牛奶,饮品,顿顿
小***,0,2岁女孩说：看顿顿,1679541252,牛奶,饮品,顿顿
K***,2,牛仔骨怎么样牛仔骨怎么样牛仔骨怎么样,1679541254,牛奶,饮品,顿顿
繁***,2,陕西也买不了,1679541255,牛奶,饮品,顿顿
梦***,2,这人怎么干吃不胖啊,1679541255,牛奶,饮品,顿顿
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541254,牛奶,饮品,顿顿
小***,0,为啥拍不了,1679541256,牛奶,饮品,顿顿
回***,0,高钙低脂的奶,1679541257,牛奶,饮品,顿顿
冰***,2,舅舅我在,1679541258,牛奶,饮品,顿顿
彭***,2,我儿子以前一直站前排，每天牛奶当水喝，游泳，现在不用站前排了,1679541259,牛奶,饮品,顿顿
用***,0,中午好！,1679541260,牛奶,饮品,顿顿
眼***,2,比在内蒙买还便宜,1679541261,牛奶,饮品,顿顿
小***,0,中老年可以喝吗,1679541262,牛奶,饮品,顿顿
今***,0,[鼓掌][发怒],1679541262,牛奶,饮品,顿顿
是***,2,顿顿好好帅好帅呀,1679541264,牛奶,饮品,顿顿
伊***,2,想买,1679541264,牛奶,饮品,顿顿
梦***,0,快买我们卖4.8,1679541264,牛奶,饮品,顿顿
别***,2,舅舅好,1679541266,牛奶,饮品,顿顿
迅***,0,湖南也拍不了,1679541266,牛奶,饮品,顿顿
宅***,0,中年人老人也非常需要,1679541267,牛奶,饮品,顿顿
乖***,2,舅舅，我也要[看],1679541269,牛奶,饮品,顿顿
快***,2,上午好,1679541269,牛奶,饮品,顿顿
可***,2,你好可爱[呲牙],1679541270,牛奶,饮品,顿顿
冬***,2,支持支持,1679541270,牛奶,饮品,顿顿
大***,0,武汉也拍不了,1679541272,牛奶,饮品,顿顿
菲***,2,你买不了吧,1679541273,牛奶,饮品,顿顿
周***,2,[比心],1679541273,牛奶,饮品,顿顿
夏***,0,超市55,1679541273,牛奶,饮品,顿顿
冬***,2,支持支持,1679541274,牛奶,饮品,顿顿
d***,2,顿顿笑起来好可爱,1679541276,牛奶,饮品,顿顿
羽***,2,顿顿好,1679541277,牛奶,饮品,顿顿
菲***,2,武汉买不了,1679541278,牛奶,饮品,顿顿
燕***,0,你多会儿去广东刺激,1679541278,牛奶,饮品,顿顿
Y***,0,低脂不适合孩子吧,1679541279,牛奶,饮品,顿顿
东***,0,拍不了可能是附近仓库暂无库存了，可以换个地址试试呢，紧急补货中，请耐心等待哦,1679541280,牛奶,饮品,顿顿
湉***,0,顿顿从小就排最后面吧[泪奔],1679541280,牛奶,饮品,顿顿
虞***,2,到手32盒对吧,1679541281,牛奶,饮品,顿顿
宅***,0,中年人和老年人也非常需要的,1679541281,牛奶,饮品,顿顿
梦***,0,快下单我们卖4.8元一盒,1679541281,牛奶,饮品,顿顿
李***,0,顿顿老师，在少年宫用介词at还是介词in?,1679541281,牛奶,饮品,顿顿
🌹***,2,西安拍不了,1679541282,牛奶,饮品,顿顿
M***,2,这就不用试喝了吧,1679541283,牛奶,饮品,顿顿
乖***,2,舅舅，我也要牛奶，家里没了[看],1679541283,牛奶,饮品,顿顿
小***,2,主播正能量,1679541283,牛奶,饮品,顿顿
回***,0,@小*** 可以,1679541284,牛奶,饮品,顿顿
是***,2,顿顿爱你呢,1679541284,牛奶,饮品,顿顿
微***,2,有苦荞片卖吗今天？,1679541285,牛奶,饮品,顿顿
白***,1,不买不买就不买,1679541287,牛奶,饮品,顿顿
迷***,1,顿顿喂我喝,1679541287,牛奶,饮品,顿顿
油***,2,牛奶没有了吗,1679541287,牛奶,饮品,顿顿
未***,0,顿顿还没出发？,1679541288,牛奶,饮品,顿顿
p***,2,上午好,1679541289,牛奶,饮品,顿顿
小***,2,[鼓掌][鼓掌][鼓掌],1679541290,牛奶,饮品,顿顿
用***,0,太划算了[赞],1679541291,牛奶,饮品,顿顿
A***,2,牛肉饼有吗？,1679541291,牛奶,饮品,顿顿
燕***,0,顿顿你多会儿去广东,1679541292,牛奶,饮品,顿顿
别***,2,武汉为啥拍不了,1679541292,牛奶,饮品,顿顿
宅***,0,现在人每天摄入的钙都不够,1679541293,牛奶,饮品,顿顿
金***,2,买了,1679541293,牛奶,饮品,顿顿
凉***,0,来来来来😎,1679541294,牛奶,饮品,顿顿
菲***,2,武汉拍不了，外甥喝不到,1679541294,牛奶,饮品,顿顿
幕***,2,西安买不了[发怒][发怒][发怒][发怒][发怒],1679541296,牛奶,饮品,顿顿
欣***,0,长沙拍不了,1679541296,牛奶,饮品,顿顿
梦***,0,快下单我们卖4.8一盒,1679541296,牛奶,饮品,顿顿
泡***,2,拍了俩单，期待日期新鲜,1679541298,牛奶,饮品,顿顿
大***,2,[玫瑰],1679541299,牛奶,饮品,顿顿
6***,2,8号链接,1679541299,牛奶,饮品,顿顿
夏***,0,好多地方拍不了,1679541301,牛奶,饮品,顿顿
玲***,2,[赞][赞][赞][赞][赞],1679541302,牛奶,饮品,顿顿
爱***,2,陕西为啥买不了啊！！！！！！,1679541303,牛奶,饮品,顿顿
小***,2,湖北不支持,1679541304,牛奶,饮品,顿顿
回***,0,@虞*** 是的,1679541305,牛奶,饮品,顿顿
发***,0,没啦,1679541306,牛奶,饮品,顿顿
芒***,2,没了,1679541307,牛奶,饮品,顿顿
驾***,1,中午好,1679541307,牛奶,饮品,顿顿
一***,2,没有了,1679541308,牛奶,饮品,顿顿
艳***,2,下单了,1679541308,牛奶,饮品,顿顿
巧***,1,[赞][赞][赞],1679541310,牛奶,饮品,顿顿
🌈***,2,什么时候有苹果,1679541310,牛奶,饮品,顿顿
徐***,2,没了,1679541310,牛奶,饮品,顿顿
轻***,2,适合那类人喝,1679541311,牛奶,饮品,顿顿
泡***,2,顿顿,1679541311,牛奶,饮品,顿顿
恬***,0,舅舅我也想喝[泪奔],1679541311,牛奶,饮品,顿顿
宅***,0,每个人都需要,1679541312,牛奶,饮品,顿顿
迷***,1,顿顿好像又瘦了,1679541312,牛奶,饮品,顿顿
小***,2,湖北不支持,1679541312,牛奶,饮品,顿顿
小***,0,没啦,1679541312,牛奶,饮品,顿顿
七***,0,没有啦,1679541312,牛奶,饮品,顿顿
姚***,0,陕西买不了,1679541313,牛奶,饮品,顿顿
柠***,2,没了,1679541313,牛奶,饮品,顿顿
颜***,0,湖北仙桃也发不了？,1679541313,牛奶,饮品,顿顿
M***,2,没了,1679541314,牛奶,饮品,顿顿
风***,1,南瓜什么时候上,1679541313,牛奶,饮品,顿顿
小***,2,没有了,1679541313,牛奶,饮品,顿顿
夜***,0,没了,1679541314,牛奶,饮品,顿顿
日***,1,年轻人可以喝吧,1679541314,牛奶,饮品,顿顿
吃***,2,国产牛奶,1679541314,牛奶,饮品,顿顿
J***,0,没有了，仓库没货了,1679541314,牛奶,饮品,顿顿
巧***,1,[鼓掌][鼓掌][鼓掌],1679541314,牛奶,饮品,顿顿
平***,1,上人,1679541315,牛奶,饮品,顿顿
E***,2,没有了,1679541315,牛奶,饮品,顿顿
是***,2,顿顿好喜欢喝牛奶,1679541315,牛奶,饮品,顿顿
冰***,2,舅舅，要个舅妈,1679541315,牛奶,饮品,顿顿
万***,2,日期什么时候的,1679541317,牛奶,饮品,顿顿
🌈***,2,我想买苹果,1679541318,牛奶,饮品,顿顿
辉***,0,湖北拍不了,1679541319,牛奶,饮品,顿顿
迅***,0,湖南也买不了,1679541319,牛奶,饮品,顿顿
J***,2,期待东方甄选卖好东西,1679541319,牛奶,饮品,顿顿
吃***,2,好,1679541319,牛奶,饮品,顿顿
あ***,0,没了,1679541319,牛奶,饮品,顿顿
小***,2,孕妇喝这个味道能接受吗,1679541319,牛奶,饮品,顿顿
恰***,0,没了,1679541319,牛奶,饮品,顿顿
平***,1,上人,1679541320,牛奶,饮品,顿顿
四***,0,没有了,1679541320,牛奶,饮品,顿顿
🌈***,2,没了,1679541320,牛奶,饮品,顿顿
D***,0,武汉拍不了[流泪],1679541321,牛奶,饮品,顿顿
宅***,0,老年人也非常需要,1679541321,牛奶,饮品,顿顿
M***,2,低脂的奶香不会多重,1679541322,牛奶,饮品,顿顿
V***,2,刚拍了特仑苏,1679541322,牛奶,饮品,顿顿
是***,2,顿顿好喜欢喝牛奶,1679541322,牛奶,饮品,顿顿
冰***,0,没了……,1679541322,牛奶,饮品,顿顿
东***,0,拍不了可能是附近仓库暂无库存了，可以换个地址试试呢，紧急补货中，请耐心等待哦,1679541322,牛奶,饮品,顿顿
E***,2,抢光了,1679541323,牛奶,饮品,顿顿
顾***,0,是不是早饭又没吃,1679541324,牛奶,饮品,顿顿
满***,0,顿顿好,1679541324,牛奶,饮品,顿顿
本***,2,[赞][赞][赞][赞][赞],1679541324,牛奶,饮品,顿顿
C***,2,加,1679541324,牛奶,饮品,顿顿
B***,2,没有了,1679541325,牛奶,饮品,顿顿
无***,2,没了,1679541325,牛奶,饮品,顿顿
玥***,2,没有了,1679541325,牛奶,饮品,顿顿
薛***,2,有链接吗,1679541325,牛奶,饮品,顿顿
🍃***,0,已拍,1679541326,牛奶,饮品,顿顿
🌈***,2,我猜 顿顿渴了,1679541326,牛奶,饮品,顿顿
早***,0,没有了,1679541327,牛奶,饮品,顿顿
回***,0,@6*** 主播是按顺序讲品哦,1679541327,牛奶,饮品,顿顿
是***,2,顿顿舅舅我也想喝,1679541328,牛奶,饮品,顿顿
别***,2,没了,1679541327,牛奶,饮品,顿顿
澛***,2,顿顿还没出发吗,1679541328,牛奶,饮品,顿顿
凡***,2,没有了,1679541328,牛奶,饮品,顿顿
巧***,1,666,1679541328,牛奶,饮品,顿顿
烟***,0,没啦,1679541329,牛奶,饮品,顿顿
心***,0,中午好,1679541330,牛奶,饮品,顿顿
性***,0,牛奶抢光了,1679541330,牛奶,饮品,顿顿
打***,0,评论区多出好多外甥[捂脸],1679541330,牛奶,饮品,顿顿
帅***,2,没有了,1679541331,牛奶,饮品,顿顿
草***,2,我们是露露,1679541331,牛奶,饮品,顿顿
向***,2,没了,1679541331,牛奶,饮品,顿顿
哇***,2,没了,1679541331,牛奶,饮品,顿顿
玥***,2,没了,1679541331,牛奶,饮品,顿顿
菲***,2,武汉不给我们发货，舅舅你怎么买给我们[流泪],1679541332,牛奶,饮品,顿顿
静***,2,适合孩子喝吗,1679541332,牛奶,饮品,顿顿
一***,2,日期,1679541332,牛奶,饮品,顿顿
m***,2,有库存了,1679541333,牛奶,饮品,顿顿
玲***,2,[赞][赞][赞][赞][赞][赞],1679541334,牛奶,饮品,顿顿
平***,1,上人,1679541334,牛奶,饮品,顿顿
🌈***,2,顿顿。什么时候有苹果🍎,1679541334,牛奶,饮品,顿顿
东***,0,拍不了可能是附近仓库暂无库存了，可以换个地址试试呢，紧急补货中，请耐心等待哦,1679541334,牛奶,饮品,顿顿
顾***,0,没了,1679541335,牛奶,饮品,顿顿
哇***,2,还有么,1679541335,牛奶,饮品,顿顿
用***,2,可以加点伊利牛奶吗,1679541336,牛奶,饮品,顿顿
m***,2,有库存了,1679541336,牛奶,饮品,顿顿
4***,2,是,1679541336,牛奶,饮品,顿顿
水***,0,说说蓝莓,1679541337,牛奶,饮品,顿顿
帅***,2,加库有,1679541338,牛奶,饮品,顿顿
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679541339,牛奶,饮品,顿顿
别***,2,没有了舅舅,1679541339,牛奶,饮品,顿顿
摩***,2,南瓜什么时候上,1679541340,牛奶,饮品,顿顿
鎕***,2,几箱,1679541340,牛奶,饮品,顿顿
拾***,1,顿顿好帅[呲牙],1679541341,牛奶,饮品,顿顿
秋***,2,中午好,1679541343,牛奶,饮品,顿顿
峻***,0,宜昌不发货[流泪],1679541343,牛奶,饮品,顿顿
🌈***,2,顿顿。什么时候有苹果🍎,1679541343,牛奶,饮品,顿顿
5***,2,喝伊利蒙古长大的,1679541343,牛奶,饮品,顿顿
爱***,0,武汉为啥不发货呀,1679541344,牛奶,饮品,顿顿
m***,2,有库存了,1679541345,牛奶,饮品,顿顿
W***,1,顿顿今天去吗,1679541347,牛奶,饮品,顿顿
院***,2,顿顿的牙最可爱,1679541348,牛奶,饮品,顿顿
摩***,2,南瓜什么时候上,1679541348,牛奶,饮品,顿顿
巧***,1,[赞][赞][赞][赞],1679541349,牛奶,饮品,顿顿
一***,2,生产日期什么时候的,1679541352,牛奶,饮品,顿顿
静***,2,这种孩子能喝吗,1679541352,牛奶,饮品,顿顿
m***,2,有库存了,1679541353,牛奶,饮品,顿顿
@***,0,舅舅  江西发货,1679541354,牛奶,饮品,顿顿
用***,0,日期呢,1679541355,牛奶,饮品,顿顿
在***,0,是甜的吗？,1679541358,牛奶,饮品,顿顿
宅***,0,健身人士可以喝,1679541359,牛奶,饮品,顿顿
眼***,2,伊利和蒙牛是内蒙明星企业,1679541360,牛奶,饮品,顿顿
尔***,2,陕西不发货,1679541361,牛奶,饮品,顿顿
大***,0,武汉拍不了,1679541362,牛奶,饮品,顿顿
拾***,1,为顿顿提供接机服务[赞][赞][赞],1679541362,牛奶,饮品,顿顿
依***,2,每次看到牛奶都想买，可是家里还有好几箱[捂脸],1679541362,牛奶,饮品,顿顿
春***,0,日期咋样,1679541363,牛奶,饮品,顿顿
小***,2,@平*** 点赞就会上，别刷了,1679541363,牛奶,饮品,顿顿
摩***,2,南瓜什么时候上,1679541363,牛奶,饮品,顿顿
📷***,2,西安也不发,1679541363,牛奶,饮品,顿顿
符***,0,日期,1679541364,牛奶,饮品,顿顿
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679541364,牛奶,饮品,顿顿
用***,0,日期,1679541364,牛奶,饮品,顿顿
别***,2,湖北买不了,1679541364,牛奶,饮品,顿顿
太***,2,@水*** 刚刚说了,1679541365,牛奶,饮品,顿顿
微***,2,陕西不行,1679541365,牛奶,饮品,顿顿
慕***,0,微信不能支付怎么做,1679541365,牛奶,饮品,顿顿
S***,0,有甜味嘛,1679541366,牛奶,饮品,顿顿
无***,2,湖南也不发,1679541366,牛奶,饮品,顿顿
迅***,0,湖南也不行,1679541366,牛奶,饮品,顿顿
七***,2,顿顿嗓子哑了,1679541367,牛奶,饮品,顿顿
平***,1,河南也不发,1679541368,牛奶,饮品,顿顿
向***,2,四川可以买，大家买给我吧,1679541369,牛奶,饮品,顿顿
繁***,2,陕西也不发,1679541369,牛奶,饮品,顿顿
博***,2,湖南也拍不了,1679541369,牛奶,饮品,顿顿
云***,0,虾卖不,1679541370,牛奶,饮品,顿顿
于***,0,顿顿胖了,1679541370,牛奶,饮品,顿顿
周***,2,[比心],1679541370,牛奶,饮品,顿顿
回***,0,@水*** 刚刚讲过了,1679541371,牛奶,饮品,顿顿
摩***,2,为啥就是不回复,1679541370,牛奶,饮品,顿顿
大***,0,河南也不发,1679541371,牛奶,饮品,顿顿
超***,2,湖南不服气,1679541371,牛奶,饮品,顿顿
水***,0,蓝莓蓝莓,1679541371,牛奶,饮品,顿顿
听***,2,西安也不发货[捂脸][捂脸][捂脸],1679541372,牛奶,饮品,顿顿
尚***,0,西安也不发货,1679541372,牛奶,饮品,顿顿
大***,0,我也是拍武汉,1679541373,牛奶,饮品,顿顿
欣***,0,长沙不发货,1679541373,牛奶,饮品,顿顿
嘟***,0,哈哈哈哈,1679541373,牛奶,饮品,顿顿
小***,2,西安也不发货,1679541373,牛奶,饮品,顿顿
布***,2,帅顿顿,1679541374,牛奶,饮品,顿顿
彩***,2,江苏发货,1679541374,牛奶,饮品,顿顿
孤***,1,西安也不发,1679541375,牛奶,饮品,顿顿
乖***,2,顿顿舅舅我地址给你,1679541375,牛奶,饮品,顿顿
这***,2,西安也不发[泪奔],1679541377,牛奶,饮品,顿顿
一***,0,为什么江西不发？,1679541377,牛奶,饮品,顿顿
尉***,2,河南也不能拍[捂脸],1679541378,牛奶,饮品,顿顿
用***,0,宁夏为啥不发货,1679541378,牛奶,饮品,顿顿
蒶***,2,宁夏不发货,1679541379,牛奶,饮品,顿顿
巧***,1,[赞][赞][赞][赞],1679541379,牛奶,饮品,顿顿
S***,0,有甜味嘛,1679541380,牛奶,饮品,顿顿
湉***,0,我猜你外甥以后个子不会比你矮,1679541380,牛奶,饮品,顿顿
大***,0,郑州也不发货,1679541380,牛奶,饮品,顿顿
糊***,2,湖南岳阳也不发货,1679541380,牛奶,饮品,顿顿
云***,0,虾卖不,1679541381,牛奶,饮品,顿顿
人***,2,重庆发货，我买了,1679541381,牛奶,饮品,顿顿
嘟***,0,笑富了,1679541381,牛奶,饮品,顿顿
D***,0,武汉拍不了[捂脸],1679541381,牛奶,饮品,顿顿
星***,0,哈哈哈哈,1679541381,牛奶,饮品,顿顿
派***,0,[看][看][看],1679541382,牛奶,饮品,顿顿
亮***,1,河南也不发,1679541383,牛奶,饮品,顿顿
哆***,0,洛阳也不发,1679541384,牛奶,饮品,顿顿
用***,0,甘肃也不发,1679541384,牛奶,饮品,顿顿
📷***,2,西安也不发,1679541384,牛奶,饮品,顿顿
沙***,0,香肠的水分保持剂不是取消了吗,1679541385,牛奶,饮品,顿顿
暖***,0,河南也不发货,1679541385,牛奶,饮品,顿顿
巧***,1,6666,1679541386,牛奶,饮品,顿顿
l***,2,辽宁发货哦,1679541386,牛奶,饮品,顿顿
摩***,2,南瓜什么时候上,1679541386,牛奶,饮品,顿顿
老***,0,上午好,1679541387,牛奶,饮品,顿顿
b***,2,西安也不发货,1679541387,牛奶,饮品,顿顿
S***,0,有甜味嘛,1679541388,牛奶,饮品,顿顿
大***,0,郑州也不发货,1679541389,牛奶,饮品,顿顿
Y***,0,高钙低脂不适合学生,1679541390,牛奶,饮品,顿顿
摩***,2,南瓜什么时候上,1679541390,牛奶,饮品,顿顿
糖***,2,哈喽东东,1679541390,牛奶,饮品,顿顿
老***,0,广东发货我前几天买了,1679541390,牛奶,饮品,顿顿
🌈***,2,洛阳也不发,1679541391,牛奶,饮品,顿顿
艳***,2,广东发,1679541391,牛奶,饮品,顿顿
墨***,2,浙江可以发货,1679541391,牛奶,饮品,顿顿
小***,1,没有了,1679541392,牛奶,饮品,顿顿
巧***,1,[赞][赞][赞],1679541392,牛奶,饮品,顿顿
蒋***,2,河南也不发,1679541393,牛奶,饮品,顿顿
哆***,2,小孩可以,1679541393,牛奶,饮品,顿顿
风***,0,@拾*** 顿顿什么时候到，我也想去接机,1679541393,牛奶,饮品,顿顿
敏***,2,长沙不发货,1679541394,牛奶,饮品,顿顿
夏***,0,河南也不发,1679541394,牛奶,饮品,顿顿
幻***,2,牛奶来啦,1679541394,牛奶,饮品,顿顿
摩***,2,南瓜什么时候上,1679541395,牛奶,饮品,顿顿
晴***,2,拍了,1679541395,牛奶,饮品,顿顿
🐟***,0,顿顿好,1679541395,牛奶,饮品,顿顿
梦***,0,赶紧拍我们卖4.8一盒,1679541395,牛奶,饮品,顿顿
宅***,0,阴凉通风处放置就行,1679541395,牛奶,饮品,顿顿
午***,2,武汉为什么不发货？？？,1679541396,牛奶,饮品,顿顿
东***,0,拍不了可能是附近仓库暂无库存了，可以换个地址试试呢，紧急补货中，请耐心等待哦,1679541396,牛奶,饮品,顿顿
