昵称,性别,聊天内容,时间戳,标准时间,商品,类别,是否讲故事
z***,0,胡牌,1679541853,2145/12/3 11:24,芝麻粉,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541855,2145/12/3 11:24,芝麻粉,食品,0
广***,2,烤肠的肉能给孩子吃吧？,1679541855,2145/12/3 11:24,芝麻粉,食品,0
Y***,2,烤肠孩子能吃么,1679541855,2145/12/3 11:24,芝麻粉,食品,0
贝***,2,@木*** 顿顿去,1679541855,2145/12/3 11:24,芝麻粉,食品,0
r***,2,牛肉干,1679541857,2145/12/3 11:24,芝麻粉,食品,0
@***,2,顿顿啥时候卖床，我想买[比心][比心][比心][比心],1679541858,2145/12/3 11:24,芝麻粉,食品,0
旅***,2,吃饱了吗顿顿,1679541859,2145/12/3 11:24,芝麻粉,食品,0
草***,1,香,1679541862,2145/12/3 11:24,芝麻粉,食品,0
微***,0,顿顿你去广州吗？,1679541862,2145/12/3 11:24,芝麻粉,食品,0
远***,2,小青柠上一下链接呗,1679541864,2145/12/3 11:24,芝麻粉,食品,0
东***,0,@用*** 售后问题可以在订单页面联系商家客服帮您处理哦~,1679541870,2145/12/3 11:24,芝麻粉,食品,0
桃***,2,涛哥看到我的评论了吗,1679541873,2145/12/3 11:24,芝麻粉,食品,0
宁***,2,有虾吗？,1679541876,2145/12/3 11:24,芝麻粉,食品,0
格***,2,顿顿好帅,1679541876,2145/12/3 11:24,芝麻粉,食品,0
乔***,0,姜粉什么时候有,1679541876,2145/12/3 11:24,芝麻粉,食品,0
云***,1,苹果,1679541877,2145/12/3 11:24,芝麻粉,食品,0
~***,2,@木*** 去的，25号九点直播,1679541879,2145/12/3 11:24,芝麻粉,食品,0
氧***,2,烤肠我买了，孩子非常喜欢,1679541881,2145/12/3 11:24,芝麻粉,食品,0
果***,1,里面加糖了吗？,1679541882,2145/12/3 11:24,芝麻粉,食品,0
云***,1,苹果,1679541883,2145/12/3 11:24,芝麻粉,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541883,2145/12/3 11:24,芝麻粉,食品,0
娜***,2,今天苹果都没,1679541883,2145/12/3 11:24,芝麻粉,食品,0
一***,2,[舔屏][舔屏][舔屏],1679541886,2145/12/3 11:24,芝麻粉,食品,0
V***,2,喝水,1679541886,2145/12/3 11:24,芝麻粉,食品,0
捌***,2,糖高可以喝吗？,1679541886,2145/12/3 11:24,芝麻粉,食品,0
婧***,0,下午出发吧，大家记得去接机[看],1679541887,2145/12/3 11:24,芝麻粉,食品,0
金***,2,朋友们点点赞[比心][比心][比心][比心][比心][比心][比心],1679541888,2145/12/3 11:24,芝麻粉,食品,0
p***,2,我下了单虾,1679541888,2145/12/3 11:24,芝麻粉,食品,0
幸***,2,甜不甜,1679541889,2145/12/3 11:24,芝麻粉,食品,0
云***,1,苹果,1679541889,2145/12/3 11:24,芝麻粉,食品,0
b***,0,学乖了宝[泪奔][泪奔][泪奔],1679541890,2145/12/3 11:24,芝麻粉,食品,0
无***,2,顿顿的名牌有秘密[偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑],1679541891,2145/12/3 11:24,芝麻粉,食品,0
芮***,0,这身搭配帅炸了,1679541893,2145/12/3 11:24,芝麻粉,食品,0
宁***,2,大虾,1679541893,2145/12/3 11:24,芝麻粉,食品,0
小***,2,有青枣吗,1679541895,2145/12/3 11:24,芝麻粉,食品,0
别***,2,今天有苏打饼干吗,1679541895,2145/12/3 11:24,芝麻粉,食品,0
?***,1,加糖了吗,1679541897,2145/12/3 11:24,芝麻粉,食品,0
??***,2,今天有苹果没,1679541897,2145/12/3 11:24,芝麻粉,食品,0
用***,0,主播好[赞][赞][赞][赞][赞],1679541898,2145/12/3 11:24,芝麻粉,食品,0
??***,2,蜂蜜弹下链接,1679541898,2145/12/3 11:24,芝麻粉,食品,0
宁***,2,有没有大虾？,1679541900,2145/12/3 11:25,芝麻粉,食品,0
@***,2,顿顿什么时候卖床，我准备买[比心][比心][比心],1679541900,2145/12/3 11:25,芝麻粉,食品,0
A***,2,中午好,1679541901,2145/12/3 11:25,芝麻粉,食品,0
云***,1,苹果,1679541903,2145/12/3 11:25,芝麻粉,食品,0
云***,1,苹果,1679541906,2145/12/3 11:25,芝麻粉,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541908,2145/12/3 11:25,芝麻粉,食品,0
木***,2,顿顿啊,1679541908,2145/12/3 11:25,芝麻粉,食品,0
简***,2,[赞][赞][赞],1679541909,2145/12/3 11:25,芝麻粉,食品,0
秀***,2,我平时代餐吃,1679541910,2145/12/3 11:25,芝麻粉,食品,0
用***,0,中午好你好,1679541912,2145/12/3 11:25,芝麻粉,食品,0
草***,2,嗯。看着还可以,1679541912,2145/12/3 11:25,芝麻粉,食品,0
简***,2,[赞][赞][赞],1679541913,2145/12/3 11:25,芝麻粉,食品,0
宝***,2,买了蓝莓原浆，鲜虾饼，鸭脖子[呲牙],1679541913,2145/12/3 11:25,芝麻粉,食品,0
蓓***,2,没货了,1679541914,2145/12/3 11:25,芝麻粉,食品,0
??***,2,已拍加急,1679541916,2145/12/3 11:25,芝麻粉,食品,0
??***,0,甜味重吗？,1679541917,2145/12/3 11:25,芝麻粉,食品,0
流***,0,顿顿好[色],1679541918,2145/12/3 11:25,芝麻粉,食品,0
简***,2,[赞][赞][赞],1679541918,2145/12/3 11:25,芝麻粉,食品,0
用***,0,主播好,1679541918,2145/12/3 11:25,芝麻粉,食品,0
幸***,2,顿顿棒棒哒,1679541919,2145/12/3 11:25,芝麻粉,食品,0
人***,0,没有牛肉干,1679541919,2145/12/3 11:25,芝麻粉,食品,0
蓓***,2,在上一下,1679541920,2145/12/3 11:25,芝麻粉,食品,0
无***,1,@别*** 有苏打饼干，购物车看一下,1679541920,2145/12/3 11:25,芝麻粉,食品,0
Y***,2,！,1679541921,2145/12/3 11:25,芝麻粉,食品,0
林***,2,[比心][比心][比心][比心][比心][比心],1679541921,2145/12/3 11:25,芝麻粉,食品,0
简***,2,[赞][赞][赞],1679541922,2145/12/3 11:25,芝麻粉,食品,0
，***,2,没了,1679541924,2145/12/3 11:25,芝麻粉,食品,0
发***,0,没啦,1679541924,2145/12/3 11:25,芝麻粉,食品,0
??***,2,顿顿[比心],1679541925,2145/12/3 11:25,芝麻粉,食品,0
宅***,0,这还不够浓稠,1679541925,2145/12/3 11:25,芝麻粉,食品,0
蓓***,2,没货了,1679541926,2145/12/3 11:25,芝麻粉,食品,0
咿***,2,有包包吗？,1679541926,2145/12/3 11:25,芝麻粉,食品,0
J***,0,孩子喝行吗,1679541928,2145/12/3 11:25,芝麻粉,食品,0
盲***,2,减肥可以吃吗,1679541929,2145/12/3 11:25,芝麻粉,食品,0
东***,0,评论太多主播可能没办法一一回复，具体问题可以链接左下角咨询下客服哦,1679541930,2145/12/3 11:25,芝麻粉,食品,0
??***,2,苹果有吗,1679541930,2145/12/3 11:25,芝麻粉,食品,0
小***,0,顿顿，中午好,1679541930,2145/12/3 11:25,芝麻粉,食品,0
化***,2,今天有红糖吗？,1679541931,2145/12/3 11:25,芝麻粉,食品,0
蓓***,2,在上一下,1679541932,2145/12/3 11:25,芝麻粉,食品,0
小***,2,小黄车也开过价可以自主下单哦,1679541935,2145/12/3 11:25,芝麻粉,食品,0
冷***,2,没买到,1679541936,2145/12/3 11:25,芝麻粉,食品,0
盲***,2,减肥期间可以吃吗,1679541937,2145/12/3 11:25,芝麻粉,食品,0
群***,0,中午好中午好,1679541937,2145/12/3 11:25,芝麻粉,食品,0
小***,2,青枣,1679541938,2145/12/3 11:25,芝麻粉,食品,0
微***,2,今天北京这么冷？顿顿快来广州,1679541941,2145/12/3 11:25,芝麻粉,食品,0
那***,0,粉细吗,1679541941,2145/12/3 11:25,芝麻粉,食品,0
m***,2,有库存了,1679541942,2145/12/3 11:25,芝麻粉,食品,0
乔***,0,姜粉什么时候有,1679541942,2145/12/3 11:25,芝麻粉,食品,0
M***,2,怎么没有抑菌乳膏呢,1679541942,2145/12/3 11:25,芝麻粉,食品,0
冷***,2,再来点么？,1679541943,2145/12/3 11:25,烤冷面+卤菜,食品,0
一***,1,完达山,1679541943,2145/12/3 11:25,烤冷面+卤菜,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541943,2145/12/3 11:25,烤冷面+卤菜,食品,0
微***,2,今天北京这么冷？顿顿快来广州,1679541945,2145/12/3 11:25,烤冷面+卤菜,食品,0
莉***,2,好吃吗,1679541945,2145/12/3 11:25,烤冷面+卤菜,食品,0
盲***,2,减肥期间可以吃吗,1679541946,2145/12/3 11:25,烤冷面+卤菜,食品,0
@***,2,我来了,1679541946,2145/12/3 11:25,烤冷面+卤菜,食品,0
香***,2,还有自营的牛肉干吗？,1679541946,2145/12/3 11:25,烤冷面+卤菜,食品,0
M***,2,广州等你来,1679541948,2145/12/3 11:25,烤冷面+卤菜,食品,0
微***,2,今天北京这么冷？顿顿快来广州,1679541949,2145/12/3 11:25,烤冷面+卤菜,食品,0
牛***,2,哈哈哈,1679541949,2145/12/3 11:25,烤冷面+卤菜,食品,0
F***,0,今天北京很冷吗,1679541950,2145/12/3 11:25,烤冷面+卤菜,食品,0
??***,2,今天有苹果吗,1679541951,2145/12/3 11:25,烤冷面+卤菜,食品,0
L***,2,饿了,1679541951,2145/12/3 11:25,烤冷面+卤菜,食品,0
M***,2,想买,1679541952,2145/12/3 11:25,烤冷面+卤菜,食品,0
t***,2,筷子有吗,1679541953,2145/12/3 11:25,烤冷面+卤菜,食品,0
桃***,2,顿顿饿富了,1679541955,2145/12/3 11:25,烤冷面+卤菜,食品,0
盲***,2,减肥期间可以吃吗,1679541956,2145/12/3 11:25,烤冷面+卤菜,食品,0
海***,2,[暗中观察],1679541956,2145/12/3 11:25,烤冷面+卤菜,食品,0
??***,0,虾尾,1679541958,2145/12/3 11:25,烤冷面+卤菜,食品,0
乖***,2,烤冷面[捂脸][捂脸],1679541959,2145/12/3 11:25,烤冷面+卤菜,食品,0
化***,2,今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今,1679541960,2145/12/3 11:26,烤冷面+卤菜,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541960,2145/12/3 11:26,烤冷面+卤菜,食品,0
暖***,2,烤冷面好吃,1679541961,2145/12/3 11:26,烤冷面+卤菜,食品,0
嘻***,2,[赞][捂脸][捂脸][捂脸][捂脸],1679541961,2145/12/3 11:26,烤冷面+卤菜,食品,0
情***,2,顿，你们去广州哪里播呀？想去偶遇,1679541963,2145/12/3 11:26,烤冷面+卤菜,食品,0
嘟***,0,烤冷面哇哦,1679541964,2145/12/3 11:26,烤冷面+卤菜,食品,0
西***,0,西洋参片还上吗最近,1679541964,2145/12/3 11:26,烤冷面+卤菜,食品,0
化***,2,今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今天有红糖吗？今,1679541966,2145/12/3 11:26,烤冷面+卤菜,食品,0
用***,0,空气炸锅讲吗,1679541966,2145/12/3 11:26,烤冷面+卤菜,食品,0
朱***,0,糖尿病患者可以喝吗,1679541967,2145/12/3 11:26,烤冷面+卤菜,食品,0
反***,2,烤肠3盒可以自选口味吗,1679541970,2145/12/3 11:26,烤冷面+卤菜,食品,0
幸***,0,他的心和肝好吃、你好好说,1679541970,2145/12/3 11:26,烤冷面+卤菜,食品,0
D***,0,还有啥好吃的 武汉 明天就去了！！！！！！！,1679541975,2145/12/3 11:26,烤冷面+卤菜,食品,0
和***,0,顿顿我现在在中财这里我帮你去吃,1679541975,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,我在齐齐哈尔吃烤冷面,1679541976,2145/12/3 11:26,烤冷面+卤菜,食品,0
金***,1,顿顿！！！[看],1679541976,2145/12/3 11:26,烤冷面+卤菜,食品,0
乖***,2,上次我花了30元叫了烤冷面[捂脸][捂脸][捂脸],1679541977,2145/12/3 11:26,烤冷面+卤菜,食品,0
别***,2,烤冷面,1679541977,2145/12/3 11:26,烤冷面+卤菜,食品,0
尊***,2,减肥能吃么,1679541978,2145/12/3 11:26,烤冷面+卤菜,食品,0
我***,0,我也爱考冷面,1679541978,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,顿哥,1679541981,2145/12/3 11:26,烤冷面+卤菜,食品,0
无***,1,我喜欢卤菜，可是家里人不让我吃[流泪],1679541981,2145/12/3 11:26,烤冷面+卤菜,食品,0
??***,2,[赞][赞][赞][赞],1679541984,2145/12/3 11:26,烤冷面+卤菜,食品,0
杏***,2,北京有烤冷面,1679541984,2145/12/3 11:26,烤冷面+卤菜,食品,0
Q***,0,说到吃顿顿就流口水了[看],1679541984,2145/12/3 11:26,烤冷面+卤菜,食品,0
安***,2,"含糖吗,糖尿病可以吃吗",1679541987,2145/12/3 11:26,烤冷面+卤菜,食品,0
乖***,2,烤冷面[流泪][流泪][流泪],1679541988,2145/12/3 11:26,烤冷面+卤菜,食品,0
贝***,2,@化*** 小黄车找找,1679541989,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,顿哥哥,1679541989,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,我在齐齐哈尔吃烤冷面[大笑],1679541995,2145/12/3 11:26,烤冷面+卤菜,食品,0
乖***,2,顿顿，别馋我了[捂脸][捂脸][捂脸],1679541996,2145/12/3 11:26,烤冷面+卤菜,食品,0
情***,2,顿，你们去广州哪里播呀？想去偶遇,1679541996,2145/12/3 11:26,烤冷面+卤菜,食品,0
C***,2,顿顿，我明天就去中南财经政法大学打卡去[比心],1679541997,2145/12/3 11:26,烤冷面+卤菜,食品,0
东***,0,@化*** 亲，不要刷屏了哈，有需要的品先看看小黄车，小黄车没有就是暂无库存，不定时返场，明天可以来,1679541997,2145/12/3 11:26,烤冷面+卤菜,食品,0
朱***,0,所以这里面多少片,1679541997,2145/12/3 11:26,烤冷面+卤菜,食品,0
生***,2,[惊喜],1679541998,2145/12/3 11:26,烤冷面+卤菜,食品,0
会***,1,虾介绍一下,1679541999,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,顿顿哥哥,1679541999,2145/12/3 11:26,烤冷面+卤菜,食品,0
幻***,2,我还没吃过呢,1679542001,2145/12/3 11:26,烤冷面+卤菜,食品,0
心***,2,中南财大毕业的高才生顿顿,1679542003,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,我在齐齐哈尔吃烤冷面,1679542004,2145/12/3 11:26,烤冷面+卤菜,食品,0
桃***,2,顿顿是有商业头脑的,1679542005,2145/12/3 11:26,烤冷面+卤菜,食品,0
幸***,2,与32号有什么区别,1679542005,2145/12/3 11:26,烤冷面+卤菜,食品,0
么***,0,红薯几天发货,1679542006,2145/12/3 11:26,烤冷面+卤菜,食品,0
星***,0,我，南方的 没吃过,1679542005,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,哈哈哈??今天做了烤冷面??非常好吃,1679542008,2145/12/3 11:26,烤冷面+卤菜,食品,0
嘟***,0,馋富了,1679542008,2145/12/3 11:26,烤冷面+卤菜,食品,0
H***,2,有多少？,1679542010,2145/12/3 11:26,烤冷面+卤菜,食品,0
小***,2,烤冷面好好吃,1679542011,2145/12/3 11:26,烤冷面+卤菜,食品,0
吴***,2,看上去好好吃,1679542011,2145/12/3 11:26,烤冷面+卤菜,食品,0
J***,2,什么时候有鸡扒，我要断粮了[泪奔],1679542011,2145/12/3 11:26,烤冷面+卤菜,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679542013,2145/12/3 11:26,烤冷面+卤菜,食品,0
兔***,2,烤冷面都7元了,1679542014,2145/12/3 11:26,烤冷面+卤菜,食品,0
悦***,2,常温保存吗,1679542015,2145/12/3 11:26,烤冷面+卤菜,食品,0
锅***,2,卖油吗,1679542016,2145/12/3 11:26,烤冷面+卤菜,食品,0
H***,2,要怎么做？,1679542017,2145/12/3 11:26,烤冷面+卤菜,食品,0
余***,2,摄影老师，二号机位,1679542018,2145/12/3 11:26,烤冷面+卤菜,食品,0
兔***,2,已拍 加急,1679542019,2145/12/3 11:26,烤冷面+卤菜,食品,0
房***,2,怎么做,1679542019,2145/12/3 11:26,烤冷面+卤菜,食品,0
宇***,2,顿顿[比心][比心][比心],1679542020,2145/12/3 11:27,烤冷面+卤菜,食品,0
用***,0,二号机位拍顿顿,1679542020,2145/12/3 11:27,烤冷面+卤菜,食品,0
蓓***,2,顿顿是不是刚起没多久,1679542020,2145/12/3 11:27,烤冷面+卤菜,食品,0
牛***,2,哈哈哈,1679542021,2145/12/3 11:27,烤冷面+卤菜,食品,0
c***,2,现在到顿顿教支摊营业[捂脸][捂脸],1679542022,2145/12/3 11:27,烤冷面+卤菜,食品,0
临***,2,哼哼嗯,1679542022,2145/12/3 11:27,烤冷面+卤菜,食品,0
可***,2,小龙虾介绍一下,1679542022,2145/12/3 11:27,烤冷面+卤菜,食品,0
S***,2,浙江人没吃过烤冷面,1679542022,2145/12/3 11:27,烤冷面+卤菜,食品,0
P***,2,我为什么来了一秒钟就下了单,1679542023,2145/12/3 11:27,烤冷面+卤菜,食品,0
a***,2,哈哈[捂脸],1679542025,2145/12/3 11:27,烤冷面+卤菜,食品,0
小***,0,顿顿我在你们学校对面上班，一会儿午休就去替你吃[看][看],1679542025,2145/12/3 11:27,烤冷面+卤菜,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679542027,2145/12/3 11:27,烤冷面+卤菜,食品,0
暖***,2,新驴在自营号[赞][赞][赞][赞][赞],1679542028,2145/12/3 11:27,烤冷面+卤菜,食品,0
和***,0,顿顿 财大还有什么好吃的推荐 我下午去帮你吃,1679542028,2145/12/3 11:27,烤冷面+卤菜,食品,0
小***,2,我正在齐齐哈尔吃烤冷面,1679542029,2145/12/3 11:27,烤冷面+卤菜,食品,0
幻***,2,怎么烤[捂脸],1679542030,2145/12/3 11:27,烤冷面+卤菜,食品,0
F***,2,牛奶湖南为啥买不了[泪奔],1679542032,2145/12/3 11:27,烤冷面+卤菜,食品,0
别***,2,烤冷面怎么做,1679542033,2145/12/3 11:27,烤冷面+卤菜,食品,0
是***,2,我怎么感觉你吃东西嚼不透,1679542034,2145/12/3 11:27,烤冷面+卤菜,食品,0
M***,2,昨晚上车里有，今天咋没了，想要抑菌乳膏,1679542035,2145/12/3 11:27,烤冷面+卤菜,食品,0
乖***,2,我上次花了30,1679542035,2145/12/3 11:27,烤冷面+卤菜,食品,0
可***,2,小龙虾介绍一下,1679542036,2145/12/3 11:27,烤冷面+卤菜,食品,0
ｈ***,0,放醋和辣椒 醋 烤肠,1679542036,2145/12/3 11:27,烤冷面+卤菜,食品,0
C***,2,组团去财大[比心],1679542037,2145/12/3 11:27,烤冷面+卤菜,食品,0
C***,2,别光吃啊。介绍一下啊，多少片？,1679542041,2145/12/3 11:27,烤冷面+卤菜,食品,0
星***,0,这个怎么吃呀,1679542042,2145/12/3 11:27,烤冷面+卤菜,食品,0
朝***,2,顿顿,1679542042,2145/12/3 11:27,烤冷面+卤菜,食品,0
用***,2,里面有调料包嘛,1679542043,2145/12/3 11:27,烤冷面+卤菜,食品,0
乖***,2,我上次花了30[捂脸][捂脸][捂脸],1679542043,2145/12/3 11:27,烤冷面+卤菜,食品,0
章***,0,10片,1679542044,2145/12/3 11:27,烤冷面+卤菜,食品,0
咚***,0,烤冷面咋做,1679542045,2145/12/3 11:27,烤冷面+卤菜,食品,0
胡***,1,三文鱼,1679542046,2145/12/3 11:27,烤冷面+卤菜,食品,0
宅***,0,俺弄到最后就是炒面皮[泪奔],1679542047,2145/12/3 11:27,烤冷面+卤菜,食品,0
幸***,2,可以说一下做法吗,1679542047,2145/12/3 11:27,烤冷面+卤菜,食品,0
◇***,2,我们这15块一个,1679542048,2145/12/3 11:27,烤冷面+卤菜,食品,0
H***,2,热量呢,1679542050,2145/12/3 11:27,烤冷面+卤菜,食品,0
ｈ***,0,十片左右,1679542051,2145/12/3 11:27,烤冷面+卤菜,食品,0
小***,2,好多片,1679542052,2145/12/3 11:27,烤冷面+卤菜,食品,0
5***,2,我娃天天看顿顿以后也考中南财经政法大学,1679542052,2145/12/3 11:27,烤冷面+卤菜,食品,0
东***,0,@M*** 今天暂时没有库存了，众多商品不定时返场补货哦，多多关注直播间哈~,1679542052,2145/12/3 11:27,烤冷面+卤菜,食品,0
虾***,2,7.78E+11,1679542055,2145/12/3 11:27,烤冷面+卤菜,食品,0
布***,0,1111111,1679542056,2145/12/3 11:27,烤冷面+卤菜,食品,0
嗨***,2,在家自己怎么做,1679542058,2145/12/3 11:27,烤冷面+卤菜,食品,0
童***,2,十片,1679542059,2145/12/3 11:27,烤冷面+卤菜,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679542060,2145/12/3 11:27,烤冷面+卤菜,食品,0
布***,0,111111,1679542060,2145/12/3 11:27,烤冷面+卤菜,食品,0
